"GroupName","MemberSamAccountName"
"TG_MFA_Exclude","p7801"
"TG_MFA_Exclude","P7104"
"TG_MFA_Exclude","p3202"
"TG_MFA_Exclude","p8005"
"TG_MFA_Exclude","p4201"
"TG_MFA_Exclude","p4202"
"TG_MFA_Exclude","p4714"
"TG_MFA_Exclude","p7501"
"TG_MFA_Exclude","p4713"
"TG_MFA_Exclude","p4711"
"TG_MFA_Exclude","p4705"
"TG_MFA_Exclude","p2202"
"TG_MFA_Exclude","p5101"
"TG_MFA_Exclude","p7102"
"TG_MFA_Exclude","p6001"
"TG_MFA_Exclude","P8506"
"TG_MFA_Exclude","p6002"
"TG_MFA_Exclude","p4716"
"TG_MFA_Exclude","p7005"
"TG_MFA_Exclude","p4707"
"TG_MFA_Exclude","p4101"
"TG_MFA_Exclude","p3201"
"TG_MFA_Exclude","p1201"
"TG_MFA_Exclude","p4702"
"TG_MFA_Exclude","P6202"
"TG_MFA_Exclude","p4708"
"TG_MFA_Exclude","P2102"
"TG_MFA_Exclude","p4704"
"TG_MFA_Exclude","p2101"
"TG_MFA_Exclude","p6101"
"TG_MFA_Exclude","p1203"
"TG_MFA_Exclude","p2201"
"TG_MFA_Exclude","p8401"
"TG_MFA_Exclude","p8503"
"TG_MFA_Exclude","p5202"
"TG_MFA_Exclude","p8104"
"TG_MFA_Exclude","p5201"
"TG_MFA_Exclude","p3101"
"TG_MFA_Exclude","P6502"
"TG_MFA_Exclude","p8703"
"TG_MFA_Exclude","p7201"
"TG_MFA_Exclude","p8102"
"TG_MFA_Exclude","p4712"
"TG_MFA_Exclude","p8003"
"TG_MFA_Exclude","p7301"
"TG_MFA_Exclude","P7702"
"TG_MFA_Exclude","p2001"
"TG_MFA_Exclude","P7805"
"TG_MFA_Exclude","P7804"
"TG_MFA_Exclude","p3001"
"TG_MFA_Exclude","p7808"
"TG_MFA_Exclude","P8006"
"TG_MFA_Exclude","p8704"
"TG_MFA_Exclude","p4203"
"TG_MFA_Exclude","p7806"
"TG_MFA_Exclude","p6503"
"TG_MFA_Exclude","p7803"
"TG_MFA_Exclude","p7807"
"TG_MFA_Exclude","P7204"
"TG_MFA_Exclude","p5203"
"TG_MFA_Exclude","p6203"
"TG_MFA_Exclude","p4004"
"TG_MFA_Exclude","p3003"
"TG_MFA_Exclude","p3203"
"TG_MFA_Exclude","p1005"
"TG_MFA_Exclude","p4205"
"TG_MFA_Exclude","p2204"
"TG_MFA_Exclude","p4005"
"TG_MFA_Exclude","p1004"
"TG_MFA_Exclude","p4001"
"TG_MFA_Exclude","p2003"
"TG_MFA_Exclude","p2004"
"TG_MFA_Exclude","p2203"
"TG_MFA_Exclude","p2901"
"TG_MFA_Exclude","p2002"
"TG_MFA_Exclude","p3002"
"TG_MFA_Exclude","p4003"
"TG_MFA_Exclude","p3007"
"TG_MFA_Exclude","p3006"
"TG_MFA_Exclude","p3005"
"TG_MFA_Exclude","p4204"
"TG_MFA_Exclude","p3004"
"TG_MFA_Exclude","P1003"
"TG_MFA_Exclude","p2701"
"TG_MFA_Exclude","p4206"
"TG_MFA_Exclude","p4002"
"TG_MFA_Exclude","p1007"
"TG_MFA_Exclude","p1009"
"TG_MFA_Exclude","p1010"
"TG_MFA_Exclude","p1008"
"TG_MFA_Exclude","p8007"
"TG_MFA_Exclude","p1011"
"TG_MFA_Exclude","p1006"
"TG_MFA_Exclude","p1013"
"TG_MFA_Exclude","p2005"
"TG_MFA_Exclude","p5901"
"TG_MFA_Exclude","p1002"
"TG_MFA_Exclude","p7809"
"TG_MFA_Exclude","p5204"
"TG_MFA_Exclude","p6004"
"TG_MFA_Exclude","p4717"
"TG_MFA_Exclude","p1204"
"TG_MFA_Exclude","p8008"
"TG_MFA_Exclude","p6007"
"TG_MFA_Exclude","p2007"
"TG_MFA_Exclude","p5003"
"TG_MFA_Exclude","p6006"
"TG_MFA_Exclude","p5004"
"TG_MFA_Exclude","p5002"
"TG_MFA_Exclude","p1205"
"TG_MFA_Exclude","p6204"
"TG_MFA_Exclude","p7004"
"TG_MFA_Exclude","p8902"
"TG_MFA_Exclude","p8009"
"TG_MFA_Exclude","p4718"
"TG_MFA_Exclude","p9400"
"TG_MFA_Exclude","p7505"
"TG_MFA_Exclude","p4006"
"TG_MFA_Exclude","p8508"
"TG_MFA_Exclude","p8509"
"TG_MFA_Exclude","p8010"
